dataset,protein_id,beta_param_1,beta_param_2,beta_param_3,melt_point,rmse
Arabidopsis_thaliana_seedling_lysate,B9DFS6_SNX2B,1.18943433055172,-28.1201083964274,-34.1405912824487,42.2443,0.113324760018138
Arabidopsis_thaliana_seedling_lysate,B9DFX7_PAA2,1.00835861122798,-23.442167352104,-30.1792956835915,41.7021,0.0470154957340321
Arabidopsis_thaliana_seedling_lysate,B9DGD6_ACS,1.19778786659461,-27.9932347604191,-33.4861224110909,40.4686,0.139463700996262
Arabidopsis_thaliana_seedling_lysate,C0LGG8_At1g53430,1.1223754086666,-29.9180284734588,-39.7836917269477,59.2716,0.138611539262843
Arabidopsis_thaliana_seedling_lysate,C0LGG9_At1g53440,1.0593716544794,-27.5618129056513,-34.1145862356821,43.6339,0.12814727142257
Arabidopsis_thaliana_seedling_lysate,C0LGQ9_At4g20940,0.970700077496892,-25.6946828050981,-32.274221867468,42.4201,0.118823081209176
Arabidopsis_thaliana_seedling_lysate,C0LU16_MED21,NaN,NaN,NaN,NaN,NaN
Arabidopsis_thaliana_seedling_lysate,C0Z361_CPN60B3,2.19552285766274,-0.471818294091693,-0.841238660518671,NaN,0.15438850604479
Arabidopsis_thaliana_seedling_lysate,D9UBX6_RTM2,1.04536198291261,-22.2679885793653,-28.9974399828292,41.0945,0.0776974214697717
Arabidopsis_thaliana_seedling_lysate,F4HNU6_At1g06900,1.13915992442926,-28.4789147446304,-35.1915127473891,44.8786,0.135733767321313
Arabidopsis_thaliana_seedling_lysate,F4HRT5_CRWN1,3.73218886125585,-1.20214215287088,-1.97103025097858,NaN,0.14921091423855
Arabidopsis_thaliana_seedling_lysate,F4HTM3_GCS1,1.08484546923805,-28.1621554737482,-36.1274982326573,49.5455,0.0825032347336134
Arabidopsis_thaliana_seedling_lysate,F4HTT6_CYP26-2,1.10283232976617,-28.5933486289562,-35.7521547033531,46.5876,0.176456329357816
Arabidopsis_thaliana_seedling_lysate,F4HWL4_At1g28350,1.00272916746831,-27.6401381751617,-35.1114011202236,47.1846,0.150149492854149
Arabidopsis_thaliana_seedling_lysate,F4HXV6_NUP155,0.987554779888196,-24.8401132187586,-30.7075194462377,39.1887,0.0564971954375608
Arabidopsis_thaliana_seedling_lysate,F4HYF3_DCD,1.22680263391435,-28.8297577865415,-35.4541798996564,44.8325,0.138155063350861
Arabidopsis_thaliana_seedling_lysate,F4I116_At1g09620,1.07489990165352,-26.6732380900828,-31.0929125746136,36.1915,0.0832227236975104
Arabidopsis_thaliana_seedling_lysate,F4I1T7_NUP214,1.10708179457858,-0.514659335368117,-1.01103768174666,NaN,0.297041308079294
Arabidopsis_thaliana_seedling_lysate,F4I3B3_RBP47A,2.15919936182099,-9.09130443813083,-12.9791191025044,NaN,0.138837583033561
Arabidopsis_thaliana_seedling_lysate,F4I6M1_POLIA,11.1728969899033,-1.0852442817948,-1.63252179604865,NaN,0.0867397759153694
Arabidopsis_thaliana_seedling_lysate,F4I7I0_ALAAT1,1.11087681240753,-28.7745615771569,-36.5966585038425,49.3011,0.107925922663159
Arabidopsis_thaliana_seedling_lysate,F4I893_ILA,1.04892639563731,-26.1699861860653,-30.1147349951712,34.4548,0.0181844777975125
Arabidopsis_thaliana_seedling_lysate,F4I8B9_At1g65010,0.887380265685917,-51.8234639686682,-152.271792831621,NaN,0.240788291684416
Arabidopsis_thaliana_seedling_lysate,F4I907_GLYR2,1.11353465925382,-27.0949942048253,-31.9546318276781,37.8091,0.0475522456743013
Arabidopsis_thaliana_seedling_lysate,F4IAG2_SS3,1.06860824945603,-27.0196954802838,-32.4234944019859,39.376,0.0727553794939827
Arabidopsis_thaliana_seedling_lysate,F4ICK8_IWS1,1.09910876690772,-30.6104422239776,-43.7741995859043,81.3655,0.165308280033403
Arabidopsis_thaliana_seedling_lysate,F4ICX9_TSA1,1.05477309341607,-27.5825281591493,-34.9639763538109,46.7866,0.0966326087153467
Arabidopsis_thaliana_seedling_lysate,F4IEY4_At1g72740,1.49907162023764,-28.9939070399183,-34.8158331235883,42.3255,0.270776986058183
Arabidopsis_thaliana_seedling_lysate,F4IFC5_EMB2761,1.12294377729369,-27.215816065943,-32.1886090292508,38.2438,0.0531894656045058
Arabidopsis_thaliana_seedling_lysate,F4IG73_BCHC2,0.998783749543318,-24.6935108433632,-29.4858672469385,35.5362,0.0523399201930785
Arabidopsis_thaliana_seedling_lysate,F4IGA5_NUP133,1.06908759766432,-27.4650391695892,-33.5952150455301,42.0916,0.120160447032154
Arabidopsis_thaliana_seedling_lysate,F4IHS2_SYD,0.925339222154333,-24.0879144306506,-96.4020269746843,NaN,0.377655334258587
Arabidopsis_thaliana_seedling_lysate,F4IHY7_PTAC12,1.06427237238376,-5.275754935871,-54.8275106407781,NaN,0.730954881264592
Arabidopsis_thaliana_seedling_lysate,F4IIM1_CSI1,1.06079455868004,-26.7005302866363,-31.6117542010767,37.6152,0.0550597522715581
Arabidopsis_thaliana_seedling_lysate,F4IIS5_KIN5A,1.01089800287111,-22.7198293659687,-28.5884541189677,37.7047,0.0769468975476617
Arabidopsis_thaliana_seedling_lysate,F4IKM1_At2g29340,1.07428184174375,-29.5955284381558,-38.9386636513928,56.5224,0.138685868717888
Arabidopsis_thaliana_seedling_lysate,F4IN23_BZIP34,1.00242565201479,-26.0619405895672,-33.8933346429498,47.8901,0.126428391751555
Arabidopsis_thaliana_seedling_lysate,F4IPY2_SYCO,1.16658161425567,-28.3605776873349,-34.6599622805967,43.3605,0.139518598040396
Arabidopsis_thaliana_seedling_lysate,F4IQK5_At2g18540,1.1373097708622,-29.9039314879106,-40.5823700267226,63.8019,0.20118200125079
Arabidopsis_thaliana_seedling_lysate,F4IRR2_SAD2,1.05522450683651,-26.7005679149797,-31.9476928942679,38.6241,0.0613632589438255
Arabidopsis_thaliana_seedling_lysate,F4ISY0_At2g38370,1.61462339953204,-0.491864630981595,-0.898928809565492,33.5811,0.217637622898389
Arabidopsis_thaliana_seedling_lysate,F4IUX6_UPF2,1.05102284945085,-26.7535077826614,-32.0841520004951,38.9262,0.0792663363042604
Arabidopsis_thaliana_seedling_lysate,F4IW10_MEFG2,1.08216424175562,-27.1581233263056,-32.6223955478794,39.6799,0.0549759794494925
Arabidopsis_thaliana_seedling_lysate,F4IW47_TKL-2,1.01669073049003,-26.5237216963146,-32.309028739942,40.1974,0.0701835787075351
Arabidopsis_thaliana_seedling_lysate,F4IXW2_BIG5,1.17209622356964,-27.5818580071856,-32.7618108585329,39.1722,0.0500439852207867
Arabidopsis_thaliana_seedling_lysate,F4IYF8_At3g02760,1.09347282496783,-27.3399994581113,-32.9782240387281,40.3783,0.057864828447905
Arabidopsis_thaliana_seedling_lysate,F4IYM4_DEX1,1.08908966590098,-28.0101653559866,-34.7425760438204,44.6059,0.108046274672151
Arabidopsis_thaliana_seedling_lysate,F4IZR5_XPO1B,1.08534811943637,-26.6007737077791,-30.824969741659,35.5927,0.0296259976206538
Arabidopsis_thaliana_seedling_lysate,F4J1H7_TRZ4,1.09424104255318,-28.4224402885976,-35.7307882545172,47.04,0.108404541283545
Arabidopsis_thaliana_seedling_lysate,F4J2Z7_SDR4,1.07395543135602,-27.3159766936166,-33.1568801305517,41.012,0.0770249151038562
Arabidopsis_thaliana_seedling_lysate,F4J5S1_FMT,1.05121085706017,-27.215194015007,-33.3249375193175,41.8285,0.0810225767888798
Arabidopsis_thaliana_seedling_lysate,F4J738_At3g59020,1.12773935445168,-27.2420133525001,-32.1375439274421,38.0418,0.0743550131974945
Arabidopsis_thaliana_seedling_lysate,F4J8C6_VIP1,1.02814687601458,-26.5508114420087,-32.3138487608997,40.1451,0.0410314174610149
Arabidopsis_thaliana_seedling_lysate,F4J8D3_TPLATE,1.09655284730534,-27.3598246049862,-33.1851934221496,40.9966,0.0567189755629186
Arabidopsis_thaliana_seedling_lysate,F4J8L3_KIN7K,1.00991695076272,-23.42161467743,-31.3659965248656,47.5826,0.098979970055315
Arabidopsis_thaliana_seedling_lysate,F4JCU0_SUA,1.07791747441174,-28.5265106892161,-36.9811760015277,51.8839,0.0909863022720267
Arabidopsis_thaliana_seedling_lysate,F4JCU3_MVD2,1.045562775305,-27.6813157554161,-35.0531350160766,46.8097,0.116739508599782
Arabidopsis_thaliana_seedling_lysate,F4JEX5_FIGL1,1.15003128551522,-27.5478214506261,-33.1343648535675,40.3866,0.0516752365503865
Arabidopsis_thaliana_seedling_lysate,F4JF21_PTAC10,NaN,NaN,NaN,NaN,NaN
Arabidopsis_thaliana_seedling_lysate,F4JFN3_HSP90-6,1.05879610551958,-27.0817796050031,-32.9300549102326,40.8489,0.0528297767117897
Arabidopsis_thaliana_seedling_lysate,F4JGR5_PFP-BETA2,1.06487060592362,-27.1588414262674,-33.0282453375408,40.9799,0.0507279099754959
Arabidopsis_thaliana_seedling_lysate,F4JHH5_SEC15B,1.01449752359213,-23.6624193019717,-28.4423513312121,34.6318,0.0668359350670009
Arabidopsis_thaliana_seedling_lysate,F4JHI7_SR34B,1.43007806774674,-28.9354849736271,-34.947084335237,42.876,0.135346784182766
Arabidopsis_thaliana_seedling_lysate,F4JJP1_At4g27595,1.14328272823476,-0.281843109175036,-0.551158328350461,NaN,0.229647033978094
Arabidopsis_thaliana_seedling_lysate,F4JJT9_At4g33760,1.04421206385242,-26.9919000251993,-32.7447028883666,40.4641,0.0842919030865245
Arabidopsis_thaliana_seedling_lysate,F4JKH6_TSS,1.0426304655334,-27.6900921597096,-36.5886544451896,53.6644,0.137985339664123
Arabidopsis_thaliana_seedling_lysate,F4JL28_EBS,0.965906734213503,-53.3074011318454,-156.380252804086,NaN,0.289260023419412
Arabidopsis_thaliana_seedling_lysate,F4JLM5_At4g10320,1.18543391258689,-27.8171659590096,-33.2647354084418,40.1811,0.0687516038813474
Arabidopsis_thaliana_seedling_lysate,F4JLP5_LPD2,0.864283856020984,-9.03746652323854,-65.6365747371585,NaN,0.403630568583581
Arabidopsis_thaliana_seedling_lysate,F4JMJ1_HSP70-17,1.19583639167647,-28.7423576017497,-35.4439629906604,45.0359,0.131406128443623
Arabidopsis_thaliana_seedling_lysate,F4JML5_At4g16800,1.12601036650792,-28.451901968531,-35.3069448339383,45.3688,0.151017216908196
Arabidopsis_thaliana_seedling_lysate,F4JNU8_P4H8,1.27931242034119,-28.4681581771423,-34.2418585014599,41.7375,0.148651912929642
Arabidopsis_thaliana_seedling_lysate,F4JPR7_PUX8,1.14975893564959,-29.1899202718748,-37.1802644285158,50.2396,0.12832773677427
Arabidopsis_thaliana_seedling_lysate,F4JRE0_TMN12,1.18427619135596,-27.2895432326759,-31.7937433095426,36.9792,0.0949405240477063
Arabidopsis_thaliana_seedling_lysate,F4JSE7_EDR2,0.99142246146988,-25.0473206016812,-30.6536966959167,38.4399,0.058941017500567
Arabidopsis_thaliana_seedling_lysate,F4JTE7_GPP1,1.00064806826533,-24.9416375179726,-30.4774707665942,38.1193,0.058632392975604
Arabidopsis_thaliana_seedling_lysate,F4JVN6_TPP2,1.04466967308084,-28.012837341169,-36.4130541751602,51.395,0.0947058242982537
Arabidopsis_thaliana_seedling_lysate,F4JZC2_ENGASE1,1.08637252113791,-29.4600116006956,-39.0215051141611,57.5723,0.113621419951288
Arabidopsis_thaliana_seedling_lysate,F4K0E8_ISPG,1.12239734595499,-28.3218639423975,-34.8421015352709,44.0861,0.16124147426199
Arabidopsis_thaliana_seedling_lysate,F4K2E9_CUV,0.943707738288298,-27.6060065899033,-38.3617002481388,64.6838,0.382624771232878
Arabidopsis_thaliana_seedling_lysate,F4K2F0_EML3,0.892964631464039,-52.7813625635213,-156.777783963567,NaN,0.333980800446987
Arabidopsis_thaliana_seedling_lysate,F4K410_SVR3,1.05662916207225,-26.5745925912095,-31.4706106090853,37.4612,0.0244631501831671
Arabidopsis_thaliana_seedling_lysate,F4K487_PHOX3,1.05880323738138,-27.225455935413,-33.1501819033308,41.2156,0.140089484495574
Arabidopsis_thaliana_seedling_lysate,F4K4E3_LSM4,1.01960158037754,-25.4556470033059,-37.4644762651102,78.1169,0.218549218333389
Arabidopsis_thaliana_seedling_lysate,F4K5T4_At5g28040,1.00166214409746,-26.4068333374879,-34.1731808838861,47.7583,0.1201727994709
Arabidopsis_thaliana_seedling_lysate,F4KAB8_MCM6,1.06955870202169,-27.2334072460754,-33.062688078426,40.9078,0.0675689555477285
Arabidopsis_thaliana_seedling_lysate,F4KBF3_AAE17,1.09487547364495,-27.4055108503193,-33.0696518634334,40.5145,0.0822530597604747
Arabidopsis_thaliana_seedling_lysate,F4KE63_EMB2247,1.19123235689189,-27.3701205583228,-32.0245413709879,37.4686,0.0413812651660744
Arabidopsis_thaliana_seedling_lysate,F4KEY9_NAA25,1.052334389813,-27.2139329097852,-33.20262031519,41.4194,0.112214462967662
Arabidopsis_thaliana_seedling_lysate,F4KFC7_MED26C,1.1701832053674,-27.6681051690413,-32.828756619523,39.1892,0.130020621921317
Arabidopsis_thaliana_seedling_lysate,F4KGQ0_FBA4,1.1539903387042,-27.9441425806463,-33.826862382605,41.6547,0.103549285778852
Arabidopsis_thaliana_seedling_lysate,F4KHG6_CTPA1,1.10449569226024,-27.8299673851783,-34.4259128479968,43.985,0.0809540442626464
Arabidopsis_thaliana_seedling_lysate,O03042_rbcL,1.42302126032418,-31.7745584354648,-41.2338335659415,57.9816,0.371352443401979
Arabidopsis_thaliana_seedling_lysate,O03982_HIPP39,0.975231516487216,-25.0777090827568,-98.6400296503875,NaN,0.247168214782865
Arabidopsis_thaliana_seedling_lysate,O03986_HSP90-4,1.20555265027706,-27.4945461134352,-32.26973403678,37.9197,0.060977575654804
Arabidopsis_thaliana_seedling_lysate,O04019_RPT5B,1.05753852031242,-27.4743398785333,-34.4100011725306,44.979,0.148309299360967
Arabidopsis_thaliana_seedling_lysate,O04023_SRC2,1.17780306848512,-29.1281725935945,-36.9921400206476,49.6862,0.120972479572946
Arabidopsis_thaliana_seedling_lysate,O04130_PGDH2,1.04564387014815,-27.0394570444341,-33.5385387040638,43.06,0.0754967890556735
Arabidopsis_thaliana_seedling_lysate,O04147_At4g18930,1.0906725564494,-27.8333868911081,-34.4254088142676,43.9735,0.0875785418839829
Arabidopsis_thaliana_seedling_lysate,O04151_CRT1,1.08495519119671,-28.502944316145,-37.2756355064196,53.3466,0.184621861031808
Arabidopsis_thaliana_seedling_lysate,O04153_CRT3,1.37179113408741,-28.2826634475912,-33.4078465550934,39.6188,0.137805836200822
Arabidopsis_thaliana_seedling_lysate,O04202_TIF3F1,1.01855139424006,-26.0118788399222,-32.2396982359654,41.3362,0.0732181136269067
Arabidopsis_thaliana_seedling_lysate,O04209_CLC2,NaN,NaN,NaN,NaN,NaN
Arabidopsis_thaliana_seedling_lysate,O04294_IMPA3,1.05631770912817,-27.7743816169794,-35.3258146296659,47.5925,0.131326808731923
Arabidopsis_thaliana_seedling_lysate,O04309_JAL35,1.0917481254072,-29.0883686876978,-38.3084122518762,55.7362,0.137356556552616
Arabidopsis_thaliana_seedling_lysate,O04310_JAL34,1.18982452195966,-29.0770985043934,-36.6342844935466,48.4352,0.118048005260869
Arabidopsis_thaliana_seedling_lysate,O04311_JAL33,1.16819589293654,-29.8755952132674,-39.046163357004,55.7991,0.142678689453955
Arabidopsis_thaliana_seedling_lysate,O04312_JAL32,0.973131677277098,-27.0993025461529,-37.5897945892434,63.0262,0.138107296557092
Arabidopsis_thaliana_seedling_lysate,O04314_PBP1,1.16373219803163,-29.1330461435166,-36.859738863965,49.1381,0.180123030437723
Arabidopsis_thaliana_seedling_lysate,O04316_NSP4,1.20169484015287,-27.8883110205675,-33.3288143388209,40.2196,0.0682641443640208
Arabidopsis_thaliana_seedling_lysate,O04326_NUP35,1.17696243040435,-18.8759253378166,-25.1766309622281,37.7983,0.0769105543192876
Arabidopsis_thaliana_seedling_lysate,O04350_TFCA,1.2409564135156,-0.456586208433324,-0.887335478948707,NaN,0.314126475668344
Arabidopsis_thaliana_seedling_lysate,O04373_ILL4,1.08860849422786,-27.7050033715364,-34.0475053320766,43.0022,0.108550278257386
Arabidopsis_thaliana_seedling_lysate,O04378_SYP23,7.04644078626469,-1.31725453733085,-2.04001561168131,NaN,0.300447333576282
Arabidopsis_thaliana_seedling_lysate,O04379_AGO1,1.24806873986124,-28.7945259804053,-35.3041893180229,44.4105,0.108725988250085
Arabidopsis_thaliana_seedling_lysate,O04420_At2g26230,1.06112356632588,-27.1479995472846,-33.0204306725863,40.9812,0.0865620170678245
Arabidopsis_thaliana_seedling_lysate,O04421_SRP14,1.54032982417048,-28.6967101093207,-34.0029654562334,40.5094,0.118567074706173
Arabidopsis_thaliana_seedling_lysate,O04450_CCT5,1.08591142056709,-27.0976603993427,-32.477274532551,39.3663,0.038523449763702
Arabidopsis_thaliana_seedling_lysate,O04482_UCH2,1.00285596510194,-26.2131319647846,-32.5859150399417,42.0064,0.0733495459913817
Arabidopsis_thaliana_seedling_lysate,O04487_At1g09640,1.07475307609587,-27.5439551395878,-33.7498190337402,42.4097,0.0792557531108581
Arabidopsis_thaliana_seedling_lysate,O04492_DRB1,0.971411721622545,-24.2775041588752,-31.55039956346,44.5088,0.129997176512196
Arabidopsis_thaliana_seedling_lysate,O04496_AED3,1.23252113388425,-29.2388146944931,-36.318062632384,46.7491,0.204983619914831
Arabidopsis_thaliana_seedling_lysate,O04499_PGM1,1.22826273791516,-29.2822708011915,-36.5262413637943,47.3844,0.143709924353597
Arabidopsis_thaliana_seedling_lysate,O04539_SNL4,1.19155592530685,-28.8395390496766,-36.0554443015931,46.9717,0.121963100818356
Arabidopsis_thaliana_seedling_lysate,O04567_At1g27190,1.05062399477216,-27.1629520767588,-33.5734577278457,42.8335,0.0698164382873249
Arabidopsis_thaliana_seedling_lysate,O04603_RPL5,1.0810646551607,-26.9428181579511,-32.1204621726471,38.6177,0.0471356616406871
Arabidopsis_thaliana_seedling_lysate,O04619_ADNT1,1.014121289063,-26.111313963322,-32.5271879859112,42.0919,0.0820384539144134
Arabidopsis_thaliana_seedling_lysate,O04630_THRRS,1.16061178601712,-27.8014189015519,-33.3811915702107,40.5763,0.0778705531987386
Arabidopsis_thaliana_seedling_lysate,O04658_NOP5-1,1.0601412218962,-27.4903625453364,-33.7749685728707,42.6388,0.102910891340196
Arabidopsis_thaliana_seedling_lysate,O04663_EIF(ISO)4E,1.34733157487804,-28.5276217696702,-34.1846039021541,41.4235,0.0624485180467879
Arabidopsis_thaliana_seedling_lysate,O04846_ACA1,1.23357583906806,-29.6393964807109,-37.568347638928,50.2637,0.123120175577248
Arabidopsis_thaliana_seedling_lysate,O04904_PYR4,0.973737046267572,-24.4377132912169,-31.6174429382097,44.1635,0.148642571804752
Arabidopsis_thaliana_seedling_lysate,O04905_UMK3,1.11031307728417,-18.8285148858073,-29.7710521699614,92.4354,0.223447996739794
Arabidopsis_thaliana_seedling_lysate,O04922_GPX2,1.10845925227405,-28.9157400689037,-37.2579953957813,51.5791,0.130309697942733
Arabidopsis_thaliana_seedling_lysate,O04983_CAC2,1.25726293370977,-30.3561990529472,-38.8381460492714,52.9645,0.213205381059109
Arabidopsis_thaliana_seedling_lysate,O22126_FLA8,1.01510316246942,-27.2136993551613,-37.5968918405995,62.2618,0.203876982001986
Arabidopsis_thaliana_seedling_lysate,O22149_PME17,1.09251328826512,-28.5577308199698,-35.8997597632691,47.2597,0.164558696316692
Arabidopsis_thaliana_seedling_lysate,O22160_At2g44920,3.25260554026852,-0.789969387223247,-1.33787572429878,NaN,0.233533296962297
Arabidopsis_thaliana_seedling_lysate,O22173_PAB4,1.08688553921936,-27.267101251186,-33.0038764288334,40.6344,0.0598134911443159
Arabidopsis_thaliana_seedling_lysate,O22193_PUB4,1.0913759901946,-28.2957912638287,-35.5599804139312,46.7858,0.10394712499388
Arabidopsis_thaliana_seedling_lysate,O22203_CYP98A3,1.0683523658883,-26.8839722007889,-31.9258241739001,38.1601,0.0852259854765449
Arabidopsis_thaliana_seedling_lysate,O22224_NUP93A,36.0228359026363,-1.24056571285514,-1.72576990895291,NaN,0.192052174759188
Arabidopsis_thaliana_seedling_lysate,O22229_NTRC,1.21788257347295,-29.0449290120488,-36.2275938992565,46.9908,0.129893732306229
Arabidopsis_thaliana_seedling_lysate,O22263_PDIL2-1,1.09277171075373,-29.0650955671789,-38.6544289991138,57.6076,0.163397787495641
Arabidopsis_thaliana_seedling_lysate,O22265_CAO,0.940807896317023,-24.2990502077717,-30.5450604793175,40.2077,0.178494749016564
Arabidopsis_thaliana_seedling_lysate,O22287_CYT1,1.09021999291615,-27.2557155284578,-33.1759972664232,41.2249,0.0837238282951101
Arabidopsis_thaliana_seedling_lysate,O22446_HDA19,1.01065302828586,-26.6970751366285,-33.5939747637793,44.3088,0.0789732826935024
Arabidopsis_thaliana_seedling_lysate,O22467_MSI1,1.11457078671011,-28.2963206529414,-35.081910301221,45.0054,0.127117097426353
Arabidopsis_thaliana_seedling_lysate,O22468_MSI2,1.38146464500777,-29.9716816761697,-37.3166734019127,48.2434,0.221123335721309
Arabidopsis_thaliana_seedling_lysate,O22476_BRI1,1.11300393987917,-27.8612593429782,-34.2199821263621,43.1772,0.0760069164675401
Arabidopsis_thaliana_seedling_lysate,O22607_MSI4,0.995854573451482,-26.9309502290089,-37.480192093971,63.4993,0.105001995294179
Arabidopsis_thaliana_seedling_lysate,O22609_DEGP1,1.34276943323845,-28.2842733221746,-33.6017613519,40.1865,0.0922830877824611
Arabidopsis_thaliana_seedling_lysate,O22682_At3g03630,1.06478209243703,-28.8955440755161,-38.6168831021404,58.2704,0.163142125992171
Arabidopsis_thaliana_seedling_lysate,O22683_CYN,2.15841910887954,-0.647797632346966,-1.15553825486165,NaN,0.232602512772111
Arabidopsis_thaliana_seedling_lysate,O22715_AP1M2,1.12844975235903,-27.2790031798136,-32.253440671353,38.3036,0.131543107496284
Arabidopsis_thaliana_seedling_lysate,O22718_ACLA-2,1.10285992666894,-27.4728781159878,-33.2389291839145,40.8959,0.0796026439708065
Arabidopsis_thaliana_seedling_lysate,O22765_TRPA1,1.22956866854517,-27.8925169961974,-33.174993260532,39.7453,0.0552454493841955
Arabidopsis_thaliana_seedling_lysate,O22769_At4g02580,1.22296915950274,-28.7144738613081,-35.151166813585,44.1001,0.144675713502375
Arabidopsis_thaliana_seedling_lysate,O22773_At4g02530,3.82136940533583,-0.403177019047202,-0.691093219992411,NaN,0.321980145700202
Arabidopsis_thaliana_seedling_lysate,O22785_PRP19B,1.27181690878352,-29.2583588409274,-36.2850012844936,46.5728,0.167364898767038
Arabidopsis_thaliana_seedling_lysate,O22797_GLTP1,1.29434821816898,-29.0007847704092,-35.4776833345947,44.4586,0.126051443065116
Arabidopsis_thaliana_seedling_lysate,O22822_UGT74F2,1.3365150693046,-28.6251380619297,-34.3057838628376,41.5785,0.174691950179359
Arabidopsis_thaliana_seedling_lysate,O22823_LSM6B,1.49575207204761,-28.4754554319585,-33.5947472129046,39.7704,0.172738230991321
Arabidopsis_thaliana_seedling_lysate,O22832_FAB2,1.0780824543459,-27.1312512234111,-32.5397376499191,39.4838,0.0715071934353924
Arabidopsis_thaliana_seedling_lysate,O22860_RPL38A,1.21754153414599,-28.5734000985723,-34.9191218879569,43.6827,0.176694079636638
Arabidopsis_thaliana_seedling_lysate,O22870_FKBP16-3,1.00862854855126,-29.758083034329,-39.3338395208618,57.7359,0.36959806021572
Arabidopsis_thaliana_seedling_lysate,O22886_HEME2,1.17593547955647,-29.0194248346299,-36.3329596941652,47.4626,0.145395703925719
Arabidopsis_thaliana_seedling_lysate,O22898_LACS1,1.53904957464033,-13.962242423265,-19.4986010365206,33.401,0.120688860267757
Arabidopsis_thaliana_seedling_lysate,O22899_At2g47250,1.09346296815529,-26.9789829375532,-31.9033025966817,37.8958,0.0432928292053287
Arabidopsis_thaliana_seedling_lysate,O22922_U2B,1.04849207197144,-27.1651539168638,-33.3303581591543,41.9793,0.0842625327914959
Arabidopsis_thaliana_seedling_lysate,O22941_PXM16,1.20845272405893,-28.6639314419553,-35.107967342418,44.0859,0.137503133498282
Arabidopsis_thaliana_seedling_lysate,O22969_At2g34160,1.23479583968839,-29.0904647363853,-35.9978094213279,46.0223,0.178712941280237
Arabidopsis_thaliana_seedling_lysate,O22993_FTSHI1,3.57289010274269,-0.385799481557774,-0.655240661067717,NaN,0.228207039440891
Arabidopsis_thaliana_seedling_lysate,O23034_At1g05350,1.04945357820431,-26.9857058054004,-32.7458569871849,40.4831,0.0802686572880324
Arabidopsis_thaliana_seedling_lysate,O23044_PER3,1.20077124012018,-27.432075602423,-32.1510634662561,37.7053,0.0403608879514491
Arabidopsis_thaliana_seedling_lysate,O23049_RPL6,1.00967273411114,-25.7116824141647,-30.5921096127815,36.6706,0.0478006843781106
Arabidopsis_thaliana_seedling_lysate,O23087_ECA2,1.06571785606488,-26.6336133751173,-31.421872862755,37.1982,0.0239340139599198
Arabidopsis_thaliana_seedling_lysate,O23138_CYTC-1,1.12991099706514,-29.0925223872271,-39.8325432936135,64.2206,0.262626634448214
Arabidopsis_thaliana_seedling_lysate,O23140_AP2M,1.07910072811321,-26.9710598236747,-32.0107094063382,38.2286,0.0667079663115602
Arabidopsis_thaliana_seedling_lysate,O23144_PPI1,1.03557396791578,-25.6381703378361,-33.5495002058463,48.0817,0.164187945008788
Arabidopsis_thaliana_seedling_lysate,O23166_HCF164,1.09777498375651,-27.3912727547707,-33.5408015199137,42.1,0.100540007196138
Arabidopsis_thaliana_seedling_lysate,O23179_PLP1,1.13189635713885,-29.8087333011421,-39.1030906746262,56.3641,0.134912145679719
