dataset,protein_id,beta_param_1,beta_param_2,beta_param_3,melt_point,t_opt,rmse,fn_th
Arabidopsis_thaliana_seedling_lysate,F4J5S1_FMT,1.05121085706017,-27.215194015007,-33.3249375193175,41.8285,27.215194015007,0.0810225767888798,0.122988744693094
Arabidopsis_thaliana_seedling_lysate,F4J738_At3g59020,1.12773935445168,-27.2420133525001,-32.1375439274421,38.0418,27.2420133525001,0.0743550131974945,0.0561868162858466
Arabidopsis_thaliana_seedling_lysate,F4J8C6_VIP1,1.02814687601458,-26.5508114420087,-32.3138487608997,40.1451,26.5508114420087,0.0410314174610149,0.0990638002968877
Arabidopsis_thaliana_seedling_lysate,F4J8D3_TPLATE,1.09655284730534,-27.3598246049862,-33.1851934221496,40.9966,27.3598246049862,0.0567189755629186,0.108621924598856
Arabidopsis_thaliana_seedling_lysate,F4J8L3_KIN7K,1.00991695076272,-23.42161467743,-31.3659965248656,47.5826,23.42161467743,0.098979970055315,0.272188208047674
Arabidopsis_thaliana_seedling_lysate,F4JCU0_SUA,1.07791747441174,-28.5265106892161,-36.9811760015277,51.8839,28.5265106892161,0.0909863022720267,0.304492847244212
Arabidopsis_thaliana_seedling_lysate,F4JCU3_MVD2,1.045562775305,-27.6813157554161,-35.0531350160766,46.8097,27.6813157554161,0.116739508599782,0.213451529940135
Arabidopsis_thaliana_seedling_lysate,F4JEX5_FIGL1,1.15003128551522,-27.5478214506261,-33.1343648535675,40.3866,27.5478214506261,0.0516752365503865,0.0975902968910738
Arabidopsis_thaliana_seedling_lysate,F4JF21_PTAC10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Arabidopsis_thaliana_seedling_lysate,F4JFN3_HSP90-6,1.05879610551958,-27.0817796050031,-32.9300549102326,40.8489,27.0817796050031,0.0528297767117897,0.106705114159363
Arabidopsis_thaliana_seedling_lysate,F4JGR5_PFP-BETA2,1.06487060592362,-27.1588414262674,-33.0282453375408,40.9799,27.1588414262674,0.0507279099754959,0.10858958269134
Arabidopsis_thaliana_seedling_lysate,F4JHH5_SEC15B,1.01449752359213,-23.6624193019717,-28.4423513312121,34.6318,23.6624193019717,0.0668359350670009,0.0495128968512285
Arabidopsis_thaliana_seedling_lysate,F4JHI7_SR34B,1.43007806774674,-28.9354849736271,-34.947084335237,42.876,28.9354849736271,0.135346784182766,0.156400271147755
Arabidopsis_thaliana_seedling_lysate,F4JJP1_At4g27595,1.14328272823476,-0.281843109175036,-0.551158328350461,NaN,NaN,0.229647033978094,NaN
Arabidopsis_thaliana_seedling_lysate,F4JJT9_At4g33760,1.04421206385242,-26.9919000251993,-32.7447028883666,40.4641,26.9919000251993,0.0842919030865245,0.0993307449222137
Arabidopsis_thaliana_seedling_lysate,F4JKH6_TSS,1.0426304655334,-27.6900921597096,-36.5886544451896,53.6644,27.6900921597096,0.137985339664123,0.331513101036412
Arabidopsis_thaliana_seedling_lysate,F4JL28_EBS,0.965906734213503,-53.3074011318454,-156.380252804086,NaN,NaN,0.289260023419412,NaN
Arabidopsis_thaliana_seedling_lysate,F4JLM5_At4g10320,1.18543391258689,-27.8171659590096,-33.2647354084418,40.1811,27.8171659590096,0.0687516038813474,0.0912026556312644
Arabidopsis_thaliana_seedling_lysate,F4JLP5_LPD2,0.864283856020984,-9.03746652323854,-65.6365747371585,NaN,NaN,0.403630568583581,NaN
Arabidopsis_thaliana_seedling_lysate,F4JMJ1_HSP70-17,1.19583639167647,-28.7423576017497,-35.4439629906604,45.0359,28.7423576017497,0.131406128443623,0.185090403765851
Arabidopsis_thaliana_seedling_lysate,F4JML5_At4g16800,1.12601036650792,-28.451901968531,-35.3069448339383,45.3688,28.451901968531,0.151017216908196,0.186601856119544
Arabidopsis_thaliana_seedling_lysate,F4JNU8_P4H8,1.27931242034119,-28.4681581771423,-34.2418585014599,41.7375,28.4681581771423,0.148651912929642,0.121699793701234
Arabidopsis_thaliana_seedling_lysate,F4JPR7_PUX8,1.14975893564959,-29.1899202718748,-37.1802644285158,50.2396,29.1899202718748,0.12832773677427,0.283965746232295
Arabidopsis_thaliana_seedling_lysate,F4JRE0_TMN12,1.18427619135596,-27.2895432326759,-31.7937433095426,36.9792,27.2895432326759,0.0949405240477063,0.040175658834982
Arabidopsis_thaliana_seedling_lysate,F4JSE7_EDR2,0.99142246146988,-25.0473206016812,-30.6536966959167,38.4399,25.0473206016812,0.058941017500567,0.0890566098497533
Arabidopsis_thaliana_seedling_lysate,F4JTE7_GPP1,1.00064806826533,-24.9416375179726,-30.4774707665942,38.1193,24.9416375179726,0.058632392975604,0.0859470019812707
Arabidopsis_thaliana_seedling_lysate,F4JVN6_TPP2,1.04466967308084,-28.012837341169,-36.4130541751602,51.395,28.012837341169,0.0947058242982537,0.292290870183593
Arabidopsis_thaliana_seedling_lysate,F4JZC2_ENGASE1,1.08637252113791,-29.4600116006956,-39.0215051141611,57.5723,29.4600116006956,0.113621419951288,0.391787749477154
Arabidopsis_thaliana_seedling_lysate,F4K0E8_ISPG,1.12239734595499,-28.3218639423975,-34.8421015352709,44.0861,28.3218639423975,0.16124147426199,0.160247319365252
Arabidopsis_thaliana_seedling_lysate,F4K2E9_CUV,0.943707738288298,-27.6060065899033,-38.3617002481388,64.6838,27.6060065899033,0.382624771232878,0.425049093831751
Arabidopsis_thaliana_seedling_lysate,F4K2F0_EML3,0.892964631464039,-52.7813625635213,-156.777783963567,NaN,NaN,0.333980800446987,NaN
Arabidopsis_thaliana_seedling_lysate,F4K410_SVR3,1.05662916207225,-26.5745925912095,-31.4706106090853,37.4612,26.5745925912095,0.0244631501831671,0.0531209454569592
Arabidopsis_thaliana_seedling_lysate,F4K487_PHOX3,1.05880323738138,-27.225455935413,-33.1501819033308,41.2156,27.225455935413,0.140089484495574,0.111491870263007
Arabidopsis_thaliana_seedling_lysate,F4K4E3_LSM4,1.01960158037754,-25.4556470033059,-37.4644762651102,78.1169,25.4556470033059,0.218549218333389,0.559717832167261
Arabidopsis_thaliana_seedling_lysate,F4K5T4_At5g28040,1.00166214409746,-26.4068333374879,-34.1731808838861,47.7583,26.4068333374879,0.1201727994709,0.237965752570544
Arabidopsis_thaliana_seedling_lysate,F4KAB8_MCM6,1.06955870202169,-27.2334072460754,-33.062688078426,40.9078,27.2334072460754,0.0675689555477285,0.106354627560749
Arabidopsis_thaliana_seedling_lysate,F4KBF3_AAE17,1.09487547364495,-27.4055108503193,-33.0696518634334,40.5145,27.4055108503193,0.0822530597604747,0.0979310531961333
Arabidopsis_thaliana_seedling_lysate,F4KE63_EMB2247,1.19123235689189,-27.3701205583228,-32.0245413709879,37.4686,27.3701205583228,0.0413812651660744,0.0471822496225617
Arabidopsis_thaliana_seedling_lysate,F4KEY9_NAA25,1.052334389813,-27.2139329097852,-33.20262031519,41.4194,27.2139329097852,0.112214462967662,0.115025383242399
Arabidopsis_thaliana_seedling_lysate,F4KFC7_MED26C,1.1701832053674,-27.6681051690413,-32.828756619523,39.1892,27.6681051690413,0.130020621921317,0.0726584753118201
Arabidopsis_thaliana_seedling_lysate,F4KGQ0_FBA4,1.1539903387042,-27.9441425806463,-33.826862382605,41.6547,27.9441425806463,0.103549285778852,0.117691616244491
Arabidopsis_thaliana_seedling_lysate,F4KHG6_CTPA1,1.10449569226024,-27.8299673851783,-34.4259128479968,43.985,27.8299673851783,0.0809540442626464,0.164036091640759
Arabidopsis_thaliana_seedling_lysate,O03042_rbcL,1.42302126032418,-31.7745584354648,-41.2338335659415,57.9816,31.7745584354648,0.371352443401979,0.499825013717216
Arabidopsis_thaliana_seedling_lysate,O03982_HIPP39,0.975231516487216,-25.0777090827568,-98.6400296503875,NaN,NaN,0.247168214782865,NaN
Arabidopsis_thaliana_seedling_lysate,O03986_HSP90-4,1.20555265027706,-27.4945461134352,-32.26973403678,37.9197,27.4945461134352,0.060977575654804,0.0536389670653202
Arabidopsis_thaliana_seedling_lysate,O04019_RPT5B,1.05753852031242,-27.4743398785333,-34.4100011725306,44.979,27.4743398785333,0.148309299360967,0.182893779565563
Arabidopsis_thaliana_seedling_lysate,O04023_SRC2,1.17780306848512,-29.1281725935945,-36.9921400206476,49.6862,29.1281725935945,0.120972479572946,0.280049147418156
Arabidopsis_thaliana_seedling_lysate,O04130_PGDH2,1.04564387014815,-27.0394570444341,-33.5385387040638,43.06,27.0394570444341,0.0754967890556735,0.149720242148802
Arabidopsis_thaliana_seedling_lysate,O04147_At4g18930,1.0906725564494,-27.8333868911081,-34.4254088142676,43.9735,27.8333868911081,0.0875785418839829,0.161684109022651
Arabidopsis_thaliana_seedling_lysate,O04151_CRT1,1.08495519119671,-28.502944316145,-37.2756355064196,53.3466,28.502944316145,0.184621861031808,0.332031871360149
Arabidopsis_thaliana_seedling_lysate,O04153_CRT3,1.37179113408741,-28.2826634475912,-33.4078465550934,39.6188,28.2826634475912,0.137805836200822,0.0824798212309362
Arabidopsis_thaliana_seedling_lysate,O04202_TIF3F1,1.01855139424006,-26.0118788399222,-32.2396982359654,41.3362,26.0118788399222,0.0732181136269067,0.129394301376766
Arabidopsis_thaliana_seedling_lysate,O04209_CLC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Arabidopsis_thaliana_seedling_lysate,O04294_IMPA3,1.05631770912817,-27.7743816169794,-35.3258146296659,47.5925,27.7743816169794,0.131326808731923,0.229409233599626
Arabidopsis_thaliana_seedling_lysate,O04309_JAL35,1.0917481254072,-29.0883686876978,-38.3084122518762,55.7362,29.0883686876978,0.137356556552616,0.368071511085453
Arabidopsis_thaliana_seedling_lysate,O04310_JAL34,1.18982452195966,-29.0770985043934,-36.6342844935466,48.4352,29.0770985043934,0.118048005260869,0.256265275630449
Arabidopsis_thaliana_seedling_lysate,O04311_JAL33,1.16819589293654,-29.8755952132674,-39.046163357004,55.7991,29.8755952132674,0.142678689453955,0.38788896701096
Arabidopsis_thaliana_seedling_lysate,O04312_JAL32,0.973131677277098,-27.0993025461529,-37.5897945892434,63.0262,27.0993025461529,0.138107296557092,0.423686075299946
Arabidopsis_thaliana_seedling_lysate,O04314_PBP1,1.16373219803163,-29.1330461435166,-36.859738863965,49.1381,29.1330461435166,0.180123030437723,0.264981614338426
Arabidopsis_thaliana_seedling_lysate,O04316_NSP4,1.20169484015287,-27.8883110205675,-33.3288143388209,40.2196,27.8883110205675,0.0682641443640208,0.0919430459558968
Arabidopsis_thaliana_seedling_lysate,O04326_NUP35,1.17696243040435,-18.8759253378166,-25.1766309622281,37.7983,18.8759253378166,0.0769105543192876,0.209348831337618
Arabidopsis_thaliana_seedling_lysate,O04350_TFCA,1.2409564135156,-0.456586208433324,-0.887335478948707,NaN,NaN,0.314126475668344,NaN
Arabidopsis_thaliana_seedling_lysate,O04373_ILL4,1.08860849422786,-27.7050033715364,-34.0475053320766,43.0022,27.7050033715364,0.108550278257386,0.14321065148753
Arabidopsis_thaliana_seedling_lysate,O04378_SYP23,7.04644078626469,-1.31725453733085,-2.04001561168131,NaN,NaN,0.300447333576282,NaN
Arabidopsis_thaliana_seedling_lysate,O04379_AGO1,1.24806873986124,-28.7945259804053,-35.3041893180229,44.4105,28.7945259804053,0.108725988250085,0.176823255674335
Arabidopsis_thaliana_seedling_lysate,O04420_At2g26230,1.06112356632588,-27.1479995472846,-33.0204306725863,40.9812,27.1479995472846,0.0865620170678245,0.108418838858956
Arabidopsis_thaliana_seedling_lysate,O04421_SRP14,1.54032982417048,-28.6967101093207,-34.0029654562334,40.5094,28.6967101093207,0.118567074706173,0.106477880839196
Arabidopsis_thaliana_seedling_lysate,O04450_CCT5,1.08591142056709,-27.0976603993427,-32.477274532551,39.3663,27.0976603993427,0.038523449763702,0.0801351980323433
Arabidopsis_thaliana_seedling_lysate,O04482_UCH2,1.00285596510194,-26.2131319647846,-32.5859150399417,42.0064,26.2131319647846,0.0733495459913817,0.136737990267966
Arabidopsis_thaliana_seedling_lysate,O04487_At1g09640,1.07475307609587,-27.5439551395878,-33.7498190337402,42.4097,27.5439551395878,0.0792557531108581,0.131949293206666
Arabidopsis_thaliana_seedling_lysate,O04492_DRB1,0.971411721622545,-24.2775041588752,-31.55039956346,44.5088,24.2775041588752,0.129997176512196,0.20406873972187
Arabidopsis_thaliana_seedling_lysate,O04496_AED3,1.23252113388425,-29.2388146944931,-36.318062632384,46.7491,29.2388146944931,0.204983619914831,0.222882112072772
Arabidopsis_thaliana_seedling_lysate,O04499_PGM1,1.22826273791516,-29.2822708011915,-36.5262413637943,47.3844,29.2822708011915,0.143709924353597,0.236500051510722
Arabidopsis_thaliana_seedling_lysate,O04539_SNL4,1.19155592530685,-28.8395390496766,-36.0554443015931,46.9717,28.8395390496766,0.121963100818356,0.227504072614436
Arabidopsis_thaliana_seedling_lysate,O04567_At1g27190,1.05062399477216,-27.1629520767588,-33.5734577278457,42.8335,27.1629520767588,0.0698164382873249,0.143860693191795
Arabidopsis_thaliana_seedling_lysate,O04603_RPL5,1.0810646551607,-26.9428181579511,-32.1204621726471,38.6177,26.9428181579511,0.0471356616406871,0.0685577305218011
Arabidopsis_thaliana_seedling_lysate,O04619_ADNT1,1.014121289063,-26.111313963322,-32.5271879859112,42.0919,26.111313963322,0.0820384539144134,0.141527265372469
Arabidopsis_thaliana_seedling_lysate,O04630_THRRS,1.16061178601712,-27.8014189015519,-33.3811915702107,40.5763,27.8014189015519,0.0778705531987386,0.0978229402044971
Arabidopsis_thaliana_seedling_lysate,O04658_NOP5-1,1.0601412218962,-27.4903625453364,-33.7749685728707,42.6388,27.4903625453364,0.102910891340196,0.135704829408374
Arabidopsis_thaliana_seedling_lysate,O04663_EIF(ISO)4E,1.34733157487804,-28.5276217696702,-34.1846039021541,41.4235,28.5276217696702,0.0624485180467879,0.11898285254066
Arabidopsis_thaliana_seedling_lysate,O04846_ACA1,1.23357583906806,-29.6393964807109,-37.568347638928,50.2637,29.6393964807109,0.123120175577248,0.298511228642774
Arabidopsis_thaliana_seedling_lysate,O04904_PYR4,0.973737046267572,-24.4377132912169,-31.6174429382097,44.1635,24.4377132912169,0.148642571804752,0.196664511318802
Arabidopsis_thaliana_seedling_lysate,O04905_UMK3,1.11031307728417,-18.8285148858073,-29.7710521699614,92.4354,18.8285148858073,0.223447996739794,0.655811108827432
Arabidopsis_thaliana_seedling_lysate,O04922_GPX2,1.10845925227405,-28.9157400689037,-37.2579953957813,51.5791,28.9157400689037,0.130309697942733,0.30299311279947
Arabidopsis_thaliana_seedling_lysate,O04983_CAC2,1.25726293370977,-30.3561990529472,-38.8381460492714,52.9645,30.3561990529472,0.213205381059109,0.354350745650401
Arabidopsis_thaliana_seedling_lysate,O22126_FLA8,1.01510316246942,-27.2136993551613,-37.5968918405995,62.2618,27.2136993551613,0.203876982001986,0.433723440756576
Arabidopsis_thaliana_seedling_lysate,O22149_PME17,1.09251328826512,-28.5577308199698,-35.8997597632691,47.2597,28.5577308199698,0.164558696316692,0.21892332909879
Arabidopsis_thaliana_seedling_lysate,O22160_At2g44920,3.25260554026852,-0.789969387223247,-1.33787572429878,NaN,NaN,0.233533296962297,NaN
Arabidopsis_thaliana_seedling_lysate,O22173_PAB4,1.08688553921936,-27.267101251186,-33.0038764288334,40.6344,27.267101251186,0.0598134911443159,0.102004564400248
Arabidopsis_thaliana_seedling_lysate,O22193_PUB4,1.0913759901946,-28.2957912638287,-35.5599804139312,46.7858,28.2957912638287,0.10394712499388,0.212961283769762
Arabidopsis_thaliana_seedling_lysate,O22203_CYP98A3,1.0683523658883,-26.8839722007889,-31.9258241739001,38.1601,26.8839722007889,0.0852259854765449,0.0606901128288739
Arabidopsis_thaliana_seedling_lysate,O22224_NUP93A,36.0228359026363,-1.24056571285514,-1.72576990895291,NaN,NaN,0.192052174759188,NaN
Arabidopsis_thaliana_seedling_lysate,O22229_NTRC,1.21788257347295,-29.0449290120488,-36.2275938992565,46.9908,29.0449290120488,0.129893732306229,0.229385782821252
Arabidopsis_thaliana_seedling_lysate,O22263_PDIL2-1,1.09277171075373,-29.0650955671789,-38.6544289991138,57.6076,29.0650955671789,0.163397787495641,0.397337537804265
Arabidopsis_thaliana_seedling_lysate,O22265_CAO,0.940807896317023,-24.2990502077717,-30.5450604793175,40.2077,24.2990502077717,0.178494749016564,0.125753860774714
Arabidopsis_thaliana_seedling_lysate,O22287_CYT1,1.09021999291615,-27.2557155284578,-33.1759972664232,41.2249,27.2557155284578,0.0837238282951101,0.114458951378925
Arabidopsis_thaliana_seedling_lysate,O22446_HDA19,1.01065302828586,-26.6970751366285,-33.5939747637793,44.3088,26.6970751366285,0.0789732826935024,0.173793933551471
